ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,TotalSpend,LogTotalSpend,SqrtTotalSpend,training,FamilySize,TotalAcceptedCmp,CustomerAge,Relationship_Status,TotalNumPurchases,RL_Status_1_5,RL_Status_0_1,Edu
3083,1974,Graduation,Married,45837,1,1,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,373,5.921578419643816,19.313207915827967,1,2,0,50,In_Relationship,13,5,1,3
8953,1965,Master,Single,35791,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,35,3.5553480614894135,5.916079783099616,1,3,0,59,Single_Other,4,1,0,4
1503,1976,PhD,Together,162397,1,1,2013-06-03,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,107,4.672828834461906,10.3440804327886,1,2,0,48,In_Relationship,1,4,1,5
8650,1978,Graduation,Widow,54162,1,1,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,42,3.737669618283368,6.48074069840786,1,2,0,46,Single_Other,4,3,0,3
10862,1960,Master,Married,30522,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,326,5.786897381366708,18.05547008526779,1,1,0,64,In_Relationship,12,5,1,4
2782,1961,PhD,Married,54456,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,404,6.0014148779611505,20.09975124224178,1,1,0,63,In_Relationship,14,5,1,5
6941,1971,Graduation,Single,31632,0,0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,95,4.553876891600541,9.746794344808963,1,0,0,53,Single_Other,5,1,0,3
10972,1949,Graduation,Widow,72298,0,0,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,939,6.844815479208263,30.64310689208913,1,0,2,75,Single_Other,13,3,0,3
10708,1978,2n Cycle,Single,36975,1,0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,33,3.49650756146648,5.744562646538029,1,1,0,46,Single_Other,4,1,0,1
6583,1955,2n Cycle,Married,72635,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,981,6.8885724595653635,31.32091952673165,1,0,1,69,In_Relationship,20,5,1,1
3641,1976,Graduation,Married,13624,1,0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,36,3.58351893845611,6,1,1,0,48,In_Relationship,5,5,1,3
10156,1975,Graduation,Single,84196,0,1,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,1237,7.1204443723924875,35.17101079013795,0,1,0,49,Single_Other,19,1,0,3
4299,1960,Graduation,Together,70971,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,1825,7.509335266016592,42.720018726587654,1,1,1,64,In_Relationship,27,4,1,3
3469,1977,PhD,Divorced,34487,1,1,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,103,4.634728988229636,10.14889156509222,1,2,0,47,Single_Other,6,2,0,5
5063,1977,Graduation,Single,28769,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,191,5.25227342804663,13.820274961085254,1,1,0,47,Single_Other,9,1,0,3
10727,1970,PhD,Married,69084,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,1586,7.368970402194793,39.824615503479755,1,1,0,54,In_Relationship,23,5,1,5
9624,1958,PhD,Together,65488,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,963,6.870053411798126,31.0322412983658,1,0,0,66,In_Relationship,13,4,1,5
5156,1970,2n Cycle,Married,62466,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,889,6.790097235513905,29.816103031751148,1,1,0,54,In_Relationship,21,5,1,1
4376,1960,2n Cycle,Single,32218,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,93,4.532599493153256,9.643650760992957,1,0,2,64,Single_Other,6,1,0,1
8923,1973,Graduation,Single,83917,0,0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,1587,7.369600720526409,39.83716857408418,1,0,1,51,Single_Other,20,1,0,3
8461,1962,Graduation,Divorced,46102,2,1,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,16,2.772588722239781,4,0,3,0,62,Single_Other,3,2,0,3
6945,1952,Graduation,Single,84574,0,0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,1375,7.226209010100671,37.080992435478315,1,0,0,72,Single_Other,31,1,0,3
944,1962,Graduation,Married,56181,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,393,5.973809611869261,19.82422760159901,1,1,0,62,In_Relationship,13,5,1,3
1907,1950,Master,Divorced,63120,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,1477,7.29776828253138,38.43175770115127,1,1,1,74,Single_Other,21,2,0,4
701,1971,Graduation,Married,73691,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,1179,7.072421900537371,34.336569426778794,1,1,1,53,In_Relationship,16,5,1,3
3856,1960,Graduation,Together,63381,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,1005,6.912742820493176,31.701734968294716,1,1,0,64,In_Relationship,22,4,1,3
4149,1948,PhD,Together,76140,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,1348,7.206377291472252,36.71511950137164,1,0,0,76,In_Relationship,20,4,1,5
2131,1959,PhD,Divorced,62859,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,1307,7.175489713624222,36.15245496505044,1,1,0,65,Single_Other,19,2,0,5
2942,1964,Graduation,Single,45906,0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,486,6.186208623900494,22.0454076850486,0,1,1,60,Single_Other,13,1,0,3
1173,1947,Master,Together,77632,0,0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,2252,7.719573989259581,47.45524207081869,1,0,3,77,In_Relationship,12,4,1,4
4381,1971,PhD,Married,46463,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,235,5.459585514144159,15.329709716755891,1,2,0,53,In_Relationship,10,5,1,5
4611,1970,Graduation,Together,105471,0,0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,1724,7.452402451223638,41.52107898405339,1,0,3,54,In_Relationship,30,4,1,3
3376,1970,Master,Divorced,55282,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,235,5.459585514144159,15.329709716755891,0,1,0,54,Single_Other,10,2,0,4
4679,1977,Master,Married,78710,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,1092,6.9957661563048505,33.04542328371661,0,1,0,47,In_Relationship,25,5,1,4
10928,1958,Graduation,Together,66886,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,599,6.395261598115449,24.474476501040833,1,1,0,66,In_Relationship,15,4,1,3
4248,1960,Master,Single,98777,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,2008,7.60489448081162,44.81071300481616,1,0,1,64,Single_Other,19,1,0,4
6728,1985,Graduation,Together,29103,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,48,3.871201010907891,6.928203230275509,1,1,0,39,In_Relationship,4,4,1,3
6661,1974,Graduation,Married,67445,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,1174,7.068172000388042,34.26368339802363,1,1,0,50,In_Relationship,27,5,1,3
4725,1950,PhD,Together,50616,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,67,4.204692619390966,8.18535277187245,1,1,0,74,In_Relationship,6,4,1,5
3277,1955,Graduation,Divorced,49431,0,1,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,365,5.8998973535824915,19.1049731745428,0,1,0,69,Single_Other,13,2,0,3
5555,1975,Graduation,Divorced,153924,0,0,2014-02-07,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1.791759469228055,2.449489742783178,0,0,0,49,Single_Other,0,2,0,3
2564,1953,Graduation,Together,61278,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,165,5.10594547390058,12.84523257866513,1,1,0,71,In_Relationship,8,4,1,3
946,1958,2n Cycle,Together,26490,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,210,5.3471075307174685,14.491376746189438,1,0,0,66,In_Relationship,9,4,1,1
3867,1947,PhD,Together,73059,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,1095,6.9985096422506015,33.090784215548595,1,1,0,77,In_Relationship,25,4,1,5
6940,1966,PhD,Single,46734,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,223,5.407171771460119,14.933184523068078,0,3,1,58,Single_Other,8,1,0,5
55,1963,Graduation,Together,56253,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,597,6.391917113392602,24.43358344574123,0,1,0,61,In_Relationship,18,4,1,3
7093,1985,Graduation,Married,19986,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,22,3.091042453358316,4.69041575982343,1,1,0,39,In_Relationship,3,5,1,3
5084,1975,Graduation,Widow,58330,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,1064,6.96979066990159,32.61901286060018,1,1,0,49,Single_Other,23,3,0,3
1777,1980,Basic,Married,25965,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,74,4.30406509320417,8.602325267042627,1,0,0,44,In_Relationship,5,5,1,2
8162,1956,Master,Together,14661,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,26,3.258096538021482,5.0990195135927845,0,0,0,68,In_Relationship,4,4,1,4
10826,1959,Graduation,Married,18690,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,60,4.0943445622221,7.745966692414834,1,0,0,65,In_Relationship,4,5,1,3
8754,1974,PhD,Together,45068,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,20,2.995732273553991,4.47213595499958,1,1,0,50,In_Relationship,3,4,1,5
1987,1987,Basic,Single,21063,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,59,4.07753744390572,7.681145747868608,1,1,0,37,Single_Other,5,1,0,2
11007,1968,PhD,Married,29187,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,34,3.5263605246161616,5.830951894845301,0,1,0,56,In_Relationship,4,5,1,5
7426,1971,2n Cycle,Married,54690,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,198,5.288267030694535,14.071247279470288,0,2,0,53,In_Relationship,9,5,1,1
9153,1964,PhD,Married,59304,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,1048,6.954638864880987,32.37282811247729,1,1,0,60,In_Relationship,25,5,1,5
10379,1962,Master,Single,59247,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,574,6.352629396319567,23.958297101421877,0,2,0,62,Single_Other,16,1,0,4
9204,1970,Graduation,Widow,66731,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,1029,6.9363427358340495,32.07802986469088,0,1,0,54,Single_Other,13,3,0,3
3197,1980,Graduation,Married,77353,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,670,6.507277712385012,25.88435821108957,1,1,0,44,In_Relationship,18,5,1,3
2920,1975,PhD,Single,52614,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,990,6.897704943128636,31.464265445104548,0,1,0,49,Single_Other,14,1,0,5
6961,1974,Graduation,Married,26751,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,11,2.3978952727983707,3.3166247903554,0,2,0,50,In_Relationship,3,5,1,3
4673,1963,PhD,Married,81300,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,1241,7.123672785204607,35.22782990761707,1,1,2,61,In_Relationship,18,5,1,5
9937,1979,Graduation,Single,70337,0,0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,576,6.3561076606958915,24,1,0,0,45,Single_Other,16,1,0,3
8779,1985,2n Cycle,Married,36145,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,172,5.147494476813453,13.114877048604,1,1,2,39,In_Relationship,8,5,1,1
9596,1980,PhD,Single,65295,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,664,6.498282149476434,25.768197453450252,1,0,0,44,Single_Other,19,1,0,5
2891,1963,Graduation,Divorced,68118,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,928,6.833031732786201,30.463092423455635,0,1,0,61,Single_Other,21,2,0,3
4910,1967,Graduation,Divorced,68743,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,2074,7.637234388789473,45.5411901469428,1,0,0,57,Single_Other,29,2,0,3
75,1982,2n Cycle,Together,41039,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,467,6.1463292576688975,21.61018278497431,1,0,0,42,In_Relationship,14,4,1,1
10120,1955,Graduation,Together,38946,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,257,5.54907608489522,16.0312195418814,1,1,0,69,In_Relationship,10,4,1,3
6327,1967,Graduation,Together,65777,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,1146,7.044032897274685,33.85262175962151,0,0,0,57,In_Relationship,16,4,1,3
10142,1976,PhD,Divorced,66476,0,1,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,689,6.535241271013659,26.248809496813376,1,1,0,48,Single_Other,18,2,0,5
9826,1972,PhD,Single,86857,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,2114,7.656337166430183,45.9782557302906,1,0,1,52,Single_Other,21,1,0,5
1501,1982,PhD,Married,160803,0,0,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,1717,7.448333860897476,41.43669871020132,1,0,0,42,In_Relationship,29,5,1,5
10767,1989,PhD,Together,77845,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,1346,7.204892510204673,36.68787265568828,0,0,2,35,In_Relationship,20,4,1,5
7279,1969,PhD,Together,69476,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,1044,6.950814768442584,32.31098884280702,0,0,0,55,In_Relationship,14,4,1,5
7230,1960,PhD,Divorced,50611,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,493,6.20050917404269,22.20360331117452,1,1,2,64,Single_Other,16,2,0,5
143,1970,Graduation,Single,61209,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,957,6.863803391452954,30.93541659651604,1,0,0,54,Single_Other,12,1,0,3
450,1958,Master,Together,42315,0,1,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,270,5.598421958998375,16.431676725154983,1,1,0,66,In_Relationship,9,4,1,4
9316,1952,Basic,Together,13084,0,0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,29,3.367295829986474,5.385164807134504,1,0,0,72,In_Relationship,4,4,1,2
6379,1949,Master,Widow,47570,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,121,4.795790545596741,11,0,2,1,75,Single_Other,6,3,0,4
9239,1961,Master,Married,61923,0,2,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,126,4.836281906951478,11.224972160321824,1,2,0,63,In_Relationship,7,5,1,4
8315,1995,Graduation,Single,34824,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,23,3.1354942159291497,4.795831523312719,1,0,0,29,Single_Other,3,1,0,3
2868,1949,PhD,Single,26518,1,1,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,57,4.04305126783455,7.54983443527075,0,2,1,75,Single_Other,5,1,0,5
10888,1961,Graduation,Single,45938,0,0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,636,6.455198563340122,25.219040425836983,1,0,0,63,Single_Other,18,1,0,3
1277,1960,Graduation,Together,78468,0,0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,1004,6.911747300251674,31.68595903550972,1,0,1,64,In_Relationship,27,4,1,3
9977,1973,Graduation,Divorced,78901,0,1,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,734,6.598509028614515,27.09243436828813,1,1,0,51,Single_Other,17,2,0,3
10196,1978,Graduation,Married,71427,2,0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,614,6.419994928147142,24.779023386727733,1,2,0,46,In_Relationship,18,5,1,3
6384,1978,Graduation,Divorced,71022,0,1,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,1453,7.281385663570283,38.11823710509184,1,1,1,46,Single_Other,18,2,0,3
8029,1988,Master,Single,90247,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,1621,7.390798521735676,40.26164427839479,0,0,4,36,Single_Other,14,1,0,4
968,1968,Master,Divorced,41335,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,187,5.231108616854587,13.674794331177344,1,1,0,56,Single_Other,9,2,0,4
6988,1986,Graduation,Married,71952,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,1443,7.274479558773871,37.98683982644515,1,1,2,38,In_Relationship,20,5,1,3
4472,1970,PhD,Divorced,35682,1,0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,57,4.04305126783455,7.54983443527075,1,1,0,54,Single_Other,5,2,0,5
6991,1951,Graduation,Divorced,43185,0,1,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,637,6.456769655572163,25.238858928247925,1,1,0,73,Single_Other,18,2,0,3
3336,1948,PhD,Together,66375,0,1,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,948,6.854354502255021,30.789608636681304,1,1,1,76,In_Relationship,11,4,1,5
4301,1971,Master,Married,35178,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,59,4.07753744390572,7.681145747868608,1,1,2,53,In_Relationship,4,5,1,4
1940,1986,Graduation,Married,25252,1,0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,18,2.8903717578961645,4.242640687119285,0,1,0,38,In_Relationship,3,5,1,3
1272,1965,Master,Single,55250,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,903,6.805722553416985,30.04995840263344,1,1,0,59,Single_Other,22,1,0,4
1388,1975,Graduation,Single,33249,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,112,4.718498871295094,10.583005244258365,1,1,0,49,Single_Other,6,1,0,3
1044,1953,Graduation,Together,58398,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,596,6.39024066706535,24.413111231467404,1,0,0,71,In_Relationship,17,4,1,3
6969,1982,Graduation,Together,50272,1,0,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,233,5.4510384535657,15.264337522473747,0,1,0,42,In_Relationship,10,4,1,3
10479,1975,PhD,Married,76618,0,0,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,1511,7.32052696227274,38.87158345115362,1,0,0,49,In_Relationship,10,5,1,5
3619,1960,2n Cycle,Divorced,87305,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,1152,7.049254841255837,33.94112549695428,1,0,2,64,Single_Other,16,2,0,1
1715,1978,Graduation,Together,25851,1,0,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,48,3.871201010907891,6.928203230275509,1,1,0,46,In_Relationship,5,4,1,3
10159,1970,Graduation,Divorced,58710,0,1,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,1185,7.077498053569231,34.42382895611701,0,1,0,54,Single_Other,25,2,0,3
1463,1958,Graduation,Single,45160,1,1,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,21,3.044522437723423,4.58257569495584,1,2,0,66,Single_Other,3,1,0,3
5114,1965,Master,Married,74806,0,1,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,965,6.872128101338986,31.064449134018133,1,1,0,59,In_Relationship,14,5,1,4
4990,1954,Graduation,Married,59111,0,0,2013-05-02,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,869,6.767343125265392,29.478805945967352,0,0,0,70,In_Relationship,20,5,1,3
4329,1984,PhD,Married,18988,1,0,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,16,2.772588722239781,4,1,1,0,40,In_Relationship,4,5,1,5
10936,1965,Graduation,Married,72190,0,0,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,1947,7.5740450053722,44.12482294582042,1,0,0,59,In_Relationship,15,5,1,3
4692,1976,Graduation,Married,7500,1,0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,71,4.2626798770413155,8.426149773176359,0,1,2,48,In_Relationship,7,5,1,3
7212,1966,Graduation,Married,44794,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,65,4.174387269895637,8.06225774829855,1,1,0,58,In_Relationship,5,5,1,3
6086,1955,Graduation,Married,80395,0,0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,1380,7.22983877815125,37.14835124201342,1,0,1,69,In_Relationship,23,5,1,3
437,1976,Master,Divorced,75012,0,0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,1027,6.934397209928558,32.046840717924134,1,0,0,48,Single_Other,22,2,0,4
11171,1965,Master,Married,56962,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,411,6.018593214496234,20.273134932713297,1,3,0,59,In_Relationship,14,5,1,4
11101,1991,Graduation,Together,89891,0,0,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,836,6.728628613084702,28.91366458960192,1,0,1,33,In_Relationship,25,4,1,3
5329,1949,PhD,Divorced,35946,1,1,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,11,2.3978952727983707,3.3166247903554,1,2,0,75,Single_Other,3,2,0,5
610,1953,PhD,Together,53593,1,1,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,480,6.173786103901937,21.908902300206645,1,2,0,71,In_Relationship,15,4,1,5
9384,1978,Graduation,Married,66373,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,606,6.406879986069314,24.61706725018234,1,2,0,46,In_Relationship,16,5,1,3
5956,1948,PhD,Divorced,45072,1,2,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,284,5.648974238161206,16.852299546352718,1,3,0,76,Single_Other,11,2,0,5
10430,1973,Graduation,Divorced,89694,1,1,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,1472,7.294377299288821,38.36665218650175,0,2,3,51,Single_Other,11,2,0,3
7875,1949,Graduation,Married,72025,0,0,2014-04-29,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,1677,7.424761761823209,40.95119045888654,1,0,4,75,In_Relationship,25,5,1,3
7072,1973,Graduation,Married,67432,0,1,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,1335,7.19668657083435,36.53765181289022,0,1,0,51,In_Relationship,17,5,1,3
6255,1952,Master,Together,70545,0,1,2014-06-03,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,334,5.811140992976701,18.275666882497067,0,1,0,72,In_Relationship,12,4,1,4
6516,1989,Basic,Married,17487,1,0,2013-03-18,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,18,2.8903717578961645,4.242640687119285,1,1,0,35,In_Relationship,3,5,1,2
5564,1969,Graduation,Together,62882,0,1,2012-08-09,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,1338,7.198931240688173,36.578682316343766,1,1,0,55,In_Relationship,18,4,1,3
5682,1953,PhD,Single,64108,0,1,2013-03-23,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,1099,7.002155954403621,33.15116890850155,0,1,0,71,Single_Other,26,1,0,5
7458,1956,Master,Together,34941,1,1,2013-03-06,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,97,4.574710978503383,9.848857801796104,1,2,0,68,In_Relationship,6,4,1,4
5237,1950,PhD,Single,48767,1,2,2014-01-01,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,63,4.143134726391533,7.937253933193772,1,3,0,74,Single_Other,6,1,0,5
